country_region_winery 
"Frankrig,Coteaux d'Aix-en-Provence,Numéro 20"
"Frankrig,Côtes de Provence,Château de Terrebonne"
"Italien,Cacc'emmitte di Lucera,Paolo Petrilli"
"Frankrig,Beaujolais-Lantignié,Louis Jadot"
"Italien,Chianti,Azienda Agricola Tamburini"
"Frankrig,Languedoc,Cave des Vignerons de Saint-Saturnin"
"Frankrig,Bourgogne,Cave de Lugny"
"Italien,Puglia,Montebello"
"Argentina,Tupungato,Condeminal"
"Frankrig,Languedoc-Roussillon,Sainte Rose"
"Frankrig,Gard,Domaine Maby"
"Italien,Sydtyrol - Alto Adige,Erste+Neue"
"Frankrig,Beaujolais-Villages,Stéphane Aviron"
"Italien,Venezia Giulia,Lis Neris"
"Italien,Puglia,Elettra"
"Italien,Piemonte,Giribaldi"
"Frankrig,Pic-Saint-Loup,Clavel"
"Frankrig,Coteaux de Pierrevert,Domaine de Régusse"
"Italien,Verdicchio dei Castelli di Jesi,Filodivino"
"Italien,Colli di Luni,Lunae"
"Italien,Puglia,San Marco"
"Italien,Valpolicella,Villa Spinosa"
"Frankrig,Pays d'Oc,Sensas"
"Italien,Offida,Tenuta Spinelli"
"Frankrig,Côtes Catalanes,Le Chai au Quai"
"Italien,Friuli Isonzo,I Feudi di Romans"
"Frankrig,Beaujolais-Villages,Domaine des 3 Vallons"
"Frankrig,Coteaux d'Aix-en-Provence,XXX"
"Spanien,Rías Baixas,Pablo Padin"
"Italien,Sydtyrol - Alto Adige,Kellerei . Cantina KALTERN"
"Italien,Marche,Poderi San Lazzaro"
"Italien,Sydtyrol - Alto Adige,Rottensteiner"
"Italien,Sicilia,Montedidio"
"Østrig,Niederösterreich,Weingut Stadt Krems"
"Frankrig,Côtes-du-Rhône,Anne-Sophie Pic et Michel Chapoutier"
"Italien,Friuli-Venezia Giulia,Volpe Pasini"
"Italien,Puglia,Coppi"
"Italien,Chianti Colli Senesi,Castello di Monsanto"
"Italien,Sannio,La Guardiense"
"Italien,Conegliano-Valdobbiadene Prosecco,Bortolomiol"
"Italien,Vermentino di Sardegna,Sa Raja"
"Spanien,Rías Baixas,Bouza do Rei"
"Spanien,Ribera del Duero,Monte Pinadillo"
"Portugal,Douro,Dos Lusíadas"
"Italien,Trebbiano d'Abruzzo,Castorani"
"Spanien,Rioja,Sierra de Toloño"
"Italien,Puglia,Polvanera"
"Italien,Valpolicella Classico,Antolini"
"Italien,Sicilia,Poggio Graffetta"
"Italien,Venezia Giulia,I Feudi di Romans"
"Tyskland,Wintrich,Günther Steinmetz"
"Frankrig,Coteaux Varois en Provence,Château Gassier"
"Italien,Montepulciano d'Abruzzo,Torre Zambra"
"Portugal,Porto,Quinta do Portal"
"Italien,Terre di Chieti,Pemo"
"Italien,Veneto,Alla Costiera"
"Frankrig,Côtes de Provence,Château de Brégançon"
"Italien,Friuli Grave,Conte Brandolini"
"Spanien,Fino Sherry,Tio Pepe"
"Italien,Verona,Allegrini"
"Spanien,Rioja,Marqués de Riscal"
"Italien,Asti,Gancia"
"Argentina,Mendoza,Viña Cobos"
"Spanien,Rioja,La Rioja Alta"
"Argentina,Tupungato,Doña Paula"
"Spanien,Priorat,Álvaro Palacios"
"Spanien,Manzanilla,La Guita"
"Italien,Lombardia,Cà dei Frati"
"Italien,Valpolicella Ripasso Classico,Domini Veneti"
"Italien,Chianti Classico,Ruffino"
"USA,Californien,770 Miles"
"Chile,Valle de Maipo,Odfjell"
"Argentina,Agrelo,Escorihuela Gascón"
"Portugal,Porto,Churchill's"
"Italien,Conegliano-Valdobbiadene Prosecco,Casa Coste Piane"
"New Zealand,Marlborough,Kono"
"Spanien,La Mancha,Pasion"
"Spanien,Rioja,Sierra Cantabria"
"Spanien,Manzanilla,Lustau"
"Frankrig,Médoc,Mouton Cadet"
"Chile,Colchagua Valley,Santa Rita"
"Italien,Valpolicella Ripasso,Sopra Sasso"
"Italien,Langhe,Vietti"
"Australien,Barossa Valley,Peter Lehmann"
"Italien,Chianti Classico,Fonterutoli"
"Chile,Maule Valley,Odfjell"
"Spanien,Toro,Bodegas San Román"
"Spanien,Rioja,El Pacto"
"Italien,Barbera d'Asti,La Spinetta"
"Frankrig,Bordeaux,Château Guiraud"
"Spanien,Rioja,Viña Salceda"
"Italien,Chianti,Ricasoli"
"Italien,Conegliano-Valdobbiadene Prosecco Superiore,Andreola"
"Italien,Greco di Tufo,Feudi di San Gregorio"
"Argentina,Lujan de Cuyo,Sottano"
"Italien,Valpolicella Ripasso Classico,Stefano Accordini"
"Italien,Chianti Classico,Castellare"
"Italien,Barbera d'Asti,Enzo Bartoli"
"Italien,Primitivo di Manduria,Tinazzi"
"Frankrig,Brouilly,Château de Pierreux"
"Portugal,Alentejano,Fitapreta"
"Frankrig,Bordeaux,Clos des Lunes"
"Portugal,Evora,Cartuxa"
"Frankrig,Bordeaux Supérieur,Cap Royal"
"Italien,Vigneti delle Dolomiti,Foradori"
"Italien,Vino Nobile di Montepulciano,Salcheto"
"Frankrig,Pic-Saint-Loup,Domaine de l'Hortus"
"Spanien,Rioja,Heraclio Alfaro"
"Portugal,Rainwater Madeira,Blandy's"
"Sydafrika,Paarl,Avondale"
"Chile,Valle de Maipo,Cono Sur"
"Italien,Conegliano-Valdobbiadene Prosecco,Borgoluce"
"Spanien,Alicante,Marina Espumante"
"USA,Central Coast,Cycles Gladiator"
"Italien,Prosecco,Fascino"
"Italien,Barbera d'Alba,Vietti"
"Frankrig,Castillon - Côtes de Bordeaux,Château Cap de Faugères"
"Italien,Rosso di Montalcino,Poggio San Polo"
"Italien,Monferrato,Braida"
"Uruguay,Canelones,Pisano"
"Frankrig,Haut-Médoc,Château Cantemerle"
"Italien,Chianti Classico,Fattoria di Rodano"
"Frankrig,Moulis-en-Médoc,Château Dutruch Grand Poujeaux"
"Italien,Barbera d'Alba,Marchesi di Barolo"
"Frankrig,Francs - Côtes de Bordeaux,Château de Francs"
"Frankrig,Fronsac,Château Dalem"
"Spanien,Rioja,Finca Valpiedra"
"Italien,Valpolicella,Musella"
"Spanien,Ribera del Duero,Jaro"
"Spanien,Rioja,Muriel"
"Italien,Chianti Classico,Lamole di Lamole"
"Frankrig,Vouvray,Domaine des Aubuisieres - Bernard Fouquet"
"Frankrig,Haut-Médoc,Château Caronne Ste. Gemme"
"Spanien,Fino Sherry,Gutiérrez Colosía"
"Frankrig,Chablis,Alain Gautheron"
"Frankrig,Médoc,Château l'Argenteyre"
"Frankrig,Morgon,Jean Foillard"
"Spanien,Jerez-Xérès-Sherry,Williams & Humbert"
"Spanien,Priorat,De Muller"
"Spanien,Priorat,Buil & Giné"
"Frankrig,Côtes Catalanes,Jeff Carrel"
"Italien,Castel del Monte,Tormaresca"
"Frankrig,Haut-Médoc,Château Sénéjac"
"Australien,McLaren Vale,RedHeads"
"Italien,Toscana,Caiarossa"
"Frankrig,Médoc,Château Poitevin"
"Frankrig,Saint-Émilion Grand Cru,Château Bardoulet"
"Frankrig,Pessac-Léognan,Château Baret"
"Spanien,Montilla-Moriles,Alvear"
"Portugal,Douro,Quinta das Carvalhas"
"Sydafrika,Swartland,Spice Route"
"Frankrig,Fleurie,Domaine Chignard"
"New Zealand,Marlborough,Waipara Hills"
"Portugal,Douro,Quinta do Passadouro"
"Frankrig,Haut-Médoc,Château Belgrave"
"Italien,Puglia,Paololeo"
"Frankrig,Coteaux Varois en Provence,Château Routas"
"Chile,Curico Valley,Toro de Piedra"
"Sydafrika,Elgin,Iona"
"Chile,Valle de Casablanca,Odfjell"
"Frankrig,Mâcon-Villages,Louis Jadot"
"Frankrig,Haut-Médoc,Château du Moulin Rouge"
"Frankrig,Castillon - Côtes de Bordeaux,Château d'Aiguilhe"
"Italien,Rosso di Montalcino,Altesino"
"Frankrig,Petit Chablis,Union des Viticulteurs de Chablis"
"New Zealand,Marlborough,The Cloud Factory"
"Italien,Toscana,Ampeleia"
"Sydafrika,Stellenbosch,Asara Wine Estate"
"Chile,Limarí Valley,Santa Rita"
"Frankrig,Côtes de Provence,Mas de Cadenet"
"Italien,Chianti Classico,Tenuta di Carleone"
"Sydafrika,Stellenbosch,Reyneke"
"New Zealand,Marlborough,Mahi"
"Spanien,Amontillado Sherry,Fernando de Castilla"
"Frankrig,Graves,Mouton Cadet"
"Frankrig,Saint-Chinian,Laurent Miquel"
"Italien,Collio,Schiopetto"
"Italien,Rosso di Montalcino,Camigliano"
"Italien,Barbera d'Alba,Pelissero"
"Sydafrika,Tulbagh,Saronsberg"
"Portugal,Douro,Pacheca"
"Spanien,Madrid,Las Moradas de San Martín"
"Italien,Toscana,Fèlsina"
"Spanien,Amontillado Sherry,Barbadillo"
"Frankrig,Bordeaux Supérieur,Château Croix Mouton"
"Frankrig,Montagne-Saint-Émilion,Château Guadet-Plaisance"
"Spanien,Castilla,Pago de Vallegarcía"
"Frankrig,Lirac,Domaine Lafond"
"Spanien,Ribera del Duero,Malacuera"
"Frankrig,Haut-Médoc,Château du Retout"
"Sydafrika,Constantia,Constantia Glen"
"Frankrig,Bordeaux,Château Butte de Charlemagne"
"Italien,Toscana,Tenuta Montecchiesi"
"New Zealand,Marlborough,Jules Taylor"
"Spanien,Manzanilla,Bodegas Argüeso"
"Italien,Valpolicella Ripasso,Begali Lorenzo"
"Italien,Rosso di Montalcino,Ciacci Piccolomini d'Aragona"
"Spanien,Ribera del Duero,Fuentespina"
"Spanien,Rioja,Bodegas Jalón"
"Spanien,Rías Baixas,Pazos de Lusco"
"Frankrig,Faugères,Château des Adouzes"
"Italien,Primitivo di Manduria,Monte Tessa"
"Frankrig,Pessac-Léognan,Château Haut-Vigneau"
"Østrig,Burgenland,Meinklang"
"Frankrig,Côtes Catalanes,Domaine Gauby"
"Frankrig,Quincy,Henri Bourgeois"
"Frankrig,Beaujolais,Domaine de Fa"
"New Zealand,Central Otago,Akarua"
"Italien,Moscato d'Asti,Braida"
"Italien,Romagna,Noelia Ricci"
"Italien,Chianti Classico,Castello di Meleto"
"Italien,Vermentino di Sardegna,Vinicola Cherchi"
"Italien,Asolo Prosecco,Perlage"
"Sydafrika,Simonsberg-Stellenbosch,Laibach"
"Italien,Rosso di Montalcino,Tenuta Il Poggione"
"Spanien,Cava,Marqués de la Concordia"
"Italien,Gavi,Pio Cesare"
"Frankrig,Médoc,Château le Temple"
"Spanien,Fino Sherry,Sandeman"
"Frankrig,Muscadet-Sevre et Maine,Landron"
"Frankrig,Côtes-du-Rhône,Château de Marjolet"
"Italien,Venezia Giulia,Jermann"
"Italien,Chianti Classico,Villa Trasqua"
"Portugal,Península de Setúbal,Herdade do Portocarro"
"Tyskland,Brauneberg,Fritz Haag"
"Spanien,Otazu,Bodega Otazu"
"Frankrig,Médoc,Château Les Tresquots"
"Frankrig,Côtes du Roussillon,Domaine du Clos des Fées"
"Italien,Valpolicella Ripasso Classico,Corte Archi"
"USA,Californien,Bogle"
"Spanien,Ribeira Sacra,Albamar"
"Spanien,Montsant,Martin Freixa"
"Spanien,Mallorca,Bodega Ribas"
"Italien,Spoleto,Raína"
"Italien,Salento,Taurino"
"Argentina,Mendoza,Bodega Cuarto Dominio"
"Spanien,Cádiz,Vara Y Pulgar"
"New Zealand,Marlborough,Framingham"
"Portugal,Lissabon,Quinta de Pancas"
"Italien,Valpolicella Ripasso,La Dama"
"Chile,Limarí Valley,Tabali"
"Frankrig,Tavel,Domaine Lafond"
"Frankrig,Beaumes-de-Venise,Gigondas La Cave"
"Østrig,Kremstal,Crazy Creatures"
"Frankrig,Bordeaux,Château Marjosse"
"Frankrig,Alsace,Josmeyer"
"Frankrig,Côtes de Provence,Château Les Valentines"
"Sydafrika,Coastal Region,Steenberg"
"Spanien,Rioja Alta,R. López de Heredia"
"Italien,Vermentino di Gallura,Jankara"
"Sydafrika,Overberg,Cape of Good Hope"
"Chile,Aconcagua-dalen,Outer Limits"
"Frankrig,Côtes Catalanes,Domaine de l'Horizon"
"Frankrig,Bordeaux,Château Paveil de Luze"
"Italien,Garda,Pratello"
"Italien,Soave Classico,Bertani"
"Frankrig,Vacqueyras,Domaine Carobelle"
"Italien,Colline Teatine,Azienda Agricola Nicola di Sipio"
"Italien,Salento,Jorche"
"Sydafrika,Hemel-en-Aarde Valley,Ataraxia"
"Spanien,Toro,Covitoro"
"USA,Napa Valley,Atalon"
"Portugal,Porto,Quinta das Carvalhas"
"Frankrig,Morgon,Domaine des Marrans"
"Italien,Montepulciano d'Abruzzo,Ciavolich"
"Italien,Gutturnio,La Tosa"
"Frankrig,Pessac-Léognan,Château La Louvière"
"Tyskland,Rheingau,Schloss Johannisberg"
"Italien,Sicilia,Castellucci Miano"
"USA,Lodi,Drifting"
"Frankrig,Morgon,Louis Claude Desvignes"
"Frankrig,Côtes du Roussillon Villages,Domaine Boucabeille"
"Italien,Morellino di Scansano,LaSelva"
"Spanien,Toro,Alvar de Dios"
"Frankrig,Côtes-du-Rhône,Alain Voge"
"Sydafrika,Walker Bay,Stanford Hills"
"Italien,Sicilia,Feudi del Pisciotto"
"Frankrig,Bordeaux Supérieur,Château Tour de Gilet"
"Chile,Central Valley,Echeverría"
"New Zealand,Marlborough,Johnson Estate"
"New Zealand,Marlborough,Delta"
"Italien,Barbera d'Alba,Negro Angelo"
"Spanien,Valencia,Laudum"
"Italien,Cannonau di Sardegna,Audarya"
"Frankrig,Languedoc,Pas de l'Escalette"
"Italien,Toscana,Buondonno"
"Italien,Amarone della Valpolicella,Antica Vigna"
"Frankrig,Pays d'Oc,Domaine de Cibadiès"
"Frankrig,Bordeaux,Dourthe"
"Frankrig,Puisseguin-Saint-Émilion,Château la Diligente"
"Italien,Rosso di Montepulciano,Nottola"
"Italien,Toscana,Tua Rita"
"Italien,Fiano de Avellino,Rocca del Principe"
"Italien,Barbera d'Asti,Cascina Garitina"
"Italien,Rosso di Montepulciano,Le Bèrne"
"Frankrig,Castillon - Côtes de Bordeaux,Château Grand Corbin-Despagne"
"Italien,Morellino di Scansano,Col di Bacche"
"Frankrig,Fleurie,Domaine des Quatre Vents"
"Italien,Langhe,Cordero di Montezemolo"
"Italien,Chianti,Dianella"
"Østrig,Wagram,Anton Bauer"
"Frankrig,Vinsobres,Chaume Arnaud"
"Italien,Montepulciano d'Abruzzo,Jasci"
"Østrig,Burgenland,Moric"
"Italien,Verduno,Diego Morra"
"Portugal,Douro,Quinta da Foz"
"Argentina,Mendoza,Mil Piedras"
"Spanien,Ribera del Duero,Nabal"
"Italien,Valpolicella Ripasso Classico,Recchia"
"Spanien,Rioja,Miguel Merino"
"Italien,Sangiovese di Romagna,Villa Papiano"
"Frankrig,Crozes-Hermitage,Clairmont"
"Italien,Prosecco,Althea"
"Sydafrika,Stellenbosch,Post House"
"Frankrig,Castillon - Côtes de Bordeaux,Château Haut La Pierriere"
"Frankrig,Côtes-du-Rhône,Domaine Richaud"
"Frankrig,Pauillac,Château Artigues"
"Frankrig,Médoc,Château Rose du Pont"
"Australien,McLaren Vale,Oxenberry"
"Sydafrika,Darling,Fairview"
"Spanien,Catalunya,Mas Oller"
"New Zealand,Kumeu,Kumeu River"
"Italien,Langhe,Paolo Conterno"
"Italien,Terre Siciliane,Cellaro"
"Italien,Rosso di Montalcino,Ridolfi"
"Italien,Etna,Generazione Alessandro"
"Spanien,Rueda,Álvarez y Díez"
"Frankrig,Graves,Château de Chantegrive"
"Portugal,Porto,Borges"
"Frankrig,Alsace Grand Cru 'Hatschbourg',Jean Murbach"
"Spanien,Castilla y León,Leda"
"Frankrig,Chablis,Bovier & Fils"
"Tyskland,Mosel,Weingut Hüls"
"Italien,Pomino,Selvapiana"
"Frankrig,Pays d'Oc,Mas de Lunès"
"Italien,Dolcetto d'Alba,Ca’ del Baio"
"Portugal,Trás-os-Montes,Quinta de Arcossó"
"Frankrig,Morgon,Joseph Drouhin"
"Tyskland,Dhron,A. J. Adam"
"Frankrig,Médoc,Château Clos du Moulin"
"Spanien,Navarra,Bodega Máximo Abete"
"Frankrig,Bordeaux,Château Lussan"
"Frankrig,Øvre Loire,Hubert Brochard"
"Sydafrika,Stellenbosch,Waterkloof"
"Spanien,Ribera del Duero,Bracamonte"
"Italien,Langhe,Franco Molino"
"Frankrig,Gigondas,Terme"
"Spanien,Campo de Borja,Cuevas de Arom"
"Frankrig,Pessac-Léognan,Château Coquillas"
"Australien,Frankland River,Alkoomi"
"Italien,Sydtyrol - Alto Adige,Franz Haas"
"Frankrig,Médoc,Château Chantelys"
"Argentina,Mendoza,Los Medanos"
"Frankrig,Lirac,Roger Sabon"
"Italien,Terre Siciliane,Castellucci Miano"
"Italien,Marche,Azienda Santa Barbara - Stefano Antonucci"
"Frankrig,Médoc,Baron Philippe de Rothschild"
"Italien,Toscana,Tenuta Valdifalco"
"Østrig,Niederösterreich,Gruber Röschitz"
"Italien,Verdicchio dei Castelli di Jesi,Tenuta Fionia"
"Italien,Langhe,Enzo Boglietti"
"Frankrig,Médoc,Cyril Gillet"
"Italien,Sydtyrol - Alto Adige,Köfererhof"
"USA,Californien,Whiplash"
"Frankrig,Mâcon,Domaine Cordier Père & Fils"
"Italien,Puglia,Gran Sasso"
"Italien,Veneto,Masi"
"Frankrig,Sancerre,Pierre Cherrier & Fils"
"Italien,Verdicchio dei Castelli di Jesi,Andrea Felici"
"Frankrig,Beaujolais-Villages,Jean-Claude Lapalu"
"Italien,Rosso di Montalcino,Sasso di Sole"
"Spanien,Costers del Segre,Clos Pons"
"Frankrig,Cairanne,Domaine André Berthet-Rayne"
"Frankrig,Crozes-Hermitage,David Reynaud"
"Frankrig,Menetou-Salon,Henri Bourgeois"
"Sydafrika,Stellenbosch,Big Flower"
"Frankrig,Coteaux d'Aix-en-Provence,Jean-Luc Colombo"
"Frankrig,Bordeaux,Vignobles Lassagne"
"Spanien,Mallorca,Macià Batle"
"New Zealand,Hawke's Bay,Haha"
"Spanien,Amontillado Sherry,Bodegas Argüeso"
"Australien,Clare Valley,Mitchell"
"Østrig,Kamptal,Buchegger"
"Sydafrika,Cape Town,Spier"
"Italien,Lombardia,Ricchi"
"Frankrig,Francs - Côtes de Bordeaux,Château La Prade"
"Spanien,La Mancha,Campos Reales"
"Italien,Moscadello di Montalcino,Capanna"
"USA,Lodi,Granite Hill"
"Sydafrika,Western Cape,Backsberg"
"Østrig,Neusiedlersee-Hügelland,Heinrich"
"Spanien,Castilla y León,Loranque"
"Spanien,Utiel-Requena,Bodegas Nodus"
"Frankrig,Côtes de Provence,Rimauresq"
"Italien,Moscato d'Asti,Marchesi di Gresy"
"Frankrig,Entre-Deux-Mers,Château Couronneau"
"Østrig,Thermenregion,Heinrich Hartl III"
"Italien,Soave Classico,Casa Vinicola Bennati"
"Frankrig,Côtes-du-Rhône,Pierre Amadieu"
"Italien,Valpolicella Ripasso,Casa Defrà"
"Italien,Greco di Tufo,Mastroberardino"
"Frankrig,Bordeaux,Château Pierrail"
"Portugal,Porto,Quinta da Foz"
"Italien,Puglia,Massimo Leone"
"Portugal,Alentejano,Casa de Santa Vitoria"
"Frankrig,Juliénas,Domaine Chignard"
"Italien,Barbera d'Alba,Simone Scaletta"
"Tyskland,Wehlen,Joh. Jos. Prüm"
"Frankrig,Montagne-Saint-Émilion,Château Tour Bayard"
"Spanien,Rioja,Campo Alto"
"Frankrig,Bourgogne,Louis Jadot"
"Sydafrika,Franschhoek,GlenWood"
"USA,Californien,Carlo Rossi"
"Frankrig,Côtes-du-Rhône,Château du Mourre du Tendre"
"Frankrig,Bandol,La Bastide Blanche"
"Østrig,Wachau,Alzinger"
"Frankrig,Petit Chablis,Charly Nicolle"
"Chile,Maule Valley,Toro de Piedra"
"Sydafrika,Coastal Region,Ridgeback"
"Chile,Valle de Maipo,Miguel Torres Chile"
"Italien,Rosso di Montalcino,Collosorbo"
"Frankrig,Beaumes-de-Venise,Yves Cheron"
"Frankrig,Menetou-Salon,Domaine Minchin"
"Frankrig,Beaujolais-Villages,Cave de Fleurie"
"Italien,Langhe,Paolo Manzone"
"Frankrig,Haut-Médoc,Château Lagrave-Cissan"
"USA,Californien,Light Horse"
"Frankrig,Alsace,Domaine Léon Boesch"
"Østrig,Burgenland,Salzl Seewinkelhof"
"Italien,Offida,Velenosi"
"Italien,Rosso di Montepulciano,Ruffino"
"Italien,Langhe,Simone Scaletta"
"Frankrig,Bordeaux,H. Cuvelier & Fils"
"Italien,Lugana,Aldegheri"
"Spanien,Ribera del Duero,Adhuc Tempus"
"Sydafrika,Western Cape,Seven Springs Vineyards"
"Frankrig,Crozes-Hermitage,Alain Graillot"
"Italien,Langhe,Tenuta Cucco"
"Tyskland,Mosel,Weinhaus Gebruder Steffen"
"Frankrig,Crozes-Hermitage,Cave de Tain"
"USA,Lodi,Whiplash"
"Italien,Verdicchio dei Castelli di Jesi,Fattoria Nannì"
"Frankrig,Côtes-du-Rhône,Demazet"
"Frankrig,Saint-Véran,Domaine Carrette"
"Frankrig,Bourgogne,Vignerons de Mancey"
"Tyskland,Mosel,Hoffmann-Simon"
"Frankrig,Fleurie,Clos de Mez"
"New Zealand,Central Otago,Mount Edward"
"Italien,Veneto,Provolo"
"Frankrig,Cairanne,Domaine Fond Croze"
"Frankrig,Saint-Émilion,Château Grand Bouquey"
"Tyskland,Mosel,Karlsmühle"
"Frankrig,Côtes-du-Rhône,Château de la Font du Loup"
"Italien,Cannonau di Sardegna,Dorgali"
"Italien,delle Venezie,Redentore"
"New Zealand,Wairau Valley,Smith Sheth"
"Italien,Gavi,Sant'Evasio"
"Frankrig,Pouilly-Fumé,Claude Michot"
"Sydafrika,Breedekloof,Olifantsberg"
"Sydafrika,Stellenbosch,Blaauwklippen"
"Frankrig,Languedoc-Roussillon,Jones"
"New Zealand,Central Otago,Peregrine"
"Italien,Chianti Classico,Val delle Corti"
"Frankrig,Mâcon-Chaintré,Domaine Barraud"
"Frankrig,Beaumes-de-Venise,Domaine de Cassan"
"Italien,Trentino,De Tarczal"
"Italien,Barbera d'Alba,Ciabot Berton"
"Italien,Chianti Colli Senesi,Poderi del Paradiso"
"Frankrig,Lirac,Domaine de Marcoux"
"Frankrig,Côtes-du-Rhône,Fontaine du Clos"
"Sydafrika,Ceres,Koelfontein"
"Frankrig,Lirac,Clos du Mont-Olivet"
"Frankrig,Reuilly,Jacques Rouzé"
"Spanien,Cava,Maria Rigol Ordi"
"Italien,Barbera d'Alba,Rizzi"
"Spanien,Rioja,Domus Dei"
"Frankrig,Haut-Médoc,Château Breillan"
"Italien,Barbera d'Alba,Fratelli Alessandria"
"Spanien,Amontillado Sherry,Williams & Humbert"
"Frankrig,Graves,Château Haut Reys"
"Frankrig,Côtes du Roussillon,Cave Coopérative de Rivesaltes"
"Frankrig,Médoc,Château Les Lilas"
"Italien,Barbera d'Asti,Antica Casa Aresca"
"Østrig,Kremstal,Almásy"
"Frankrig,Blaye - Côtes de Bordeaux,Château Segonzac"
"Sydafrika,Paarl,Druk My Niet"
"Frankrig,Fitou,Jones"
"Østrig,Wagram,Fritsch"
"Tyskland,Pfalz,Stepp"
"Frankrig,Languedoc-Roussillon,Domaine de la Cendrillon"
"Portugal,Porto,Boeira"
"Italien,Valpolicella,Zanoni"
"Frankrig,Alsace,Allimant-Laugner"
"Frankrig,Beaujolais,Domaine des Marrans"
"Italien,Salento,Terra di Pace"
"USA,Lodi,Mauro"
"Italien,Trasimeno,Castello di Magione"
"Portugal,Porto,Klassen"
"Italien,Sydtyrol - Alto Adige,Stroblhof"
"Italien,Barbera d'Alba,Parusso"
"Tyskland,Nahe,Diel"
"Spanien,Jerez-Xérès-Sherry,Garvey"
"Sydafrika,Stellenbosch,Peter Falke"
"Italien,Prosecco,Floralba"
"Spanien,Toro,Mesopotamia"
"Italien,Verdicchio dei Castelli di Jesi Riserva,Mattei"
"Italien,Trebbiano d'Abruzzo,Teatro Latino"
"Sydafrika,Stellenbosch,Dombeya"
"Tyskland,Franken,Weingut Stadt Klingenberg"
"Frankrig,Beaujolais-Villages,Henry Fessy"
"Italien,Barbera d'Alba,Rocche Costamagna"
"Sydafrika,Western Cape,Arendsig"
"Frankrig,La Clape,Château Pech Redon"
"Italien,Friuli-Venezia Giulia,Luisa"
"Italien,Piemonte,Cadia"
"Frankrig,Vacqueyras,Domaine Brunely"
"Portugal,Douro,Pinalta"
"Italien,Langhe,Virna"
"Frankrig,Bandol,Château Val d'Arenc"
"Sydafrika,Stellenbosch,Bartinney"
"Frankrig,Mâcon-Loché,Marcel Couturier"
"Tyskland,Pfalz,Pfeffingen"
"Sydafrika,Elgin,Sutherland"
"Frankrig,Alsace Grand Cru 'Eichberg',Pierre Henri Ginglinger"
"Frankrig,Coteaux du Giennois,Henri Bourgeois"
"Frankrig,Tavel,Olivier & Lafont"
"Sydafrika,Outeniqua,Garden Route"
"Italien,Conegliano-Valdobbiadene Prosecco Superiore,Santa Margherita"
"Italien,Conegliano-Valdobbiadene Prosecco Superiore,Nino Franco"
"Italien,Conegliano-Valdobbiadene Prosecco,Foss Marai"
"Italien,Conegliano-Valdobbiadene Prosecco Superiore,Jeio"
"Italien,Salento,Varvaglione"
"Italien,Conegliano-Valdobbiadene Prosecco Superiore,Villa Sandi"
"Spanien,Rueda,José Pariente"
"USA,Monterey County,Robert Mondavi Private Selection"
"Italien,Prosecco di Treviso,Ruggeri"
"Italien,Toscana,Mazzei"
"Argentina,Agrelo,Pulenta Estate"
"Italien,Salento,Rinforzo"
"Frankrig,Crémant d'Alsace,Cave de Ribeauville"
"Frankrig,Côtes-du-Rhône,Les Halos de Jupiter"
"Spanien,Rías Baixas,Faustino Rivero Ulecia"
"Italien,Barbaresco,Ricossa"
"Frankrig,Crémant de Loire,Domaine des Baumard"
"Portugal,Douro,Quinta Nova de Nossa Senhora do Carmo"
"Italien,Langhe,Trediberri"
"Frankrig,Haut-Médoc,Château La Tonnelle"
"Italien,Conegliano-Valdobbiadene Prosecco,Santa Margherita"
"Frankrig,Pays d'Oc,Montaignan"
"Italien,Prosecco di Treviso,Perlage"
"Spanien,Ribera del Duero,Legaris"
"Italien,Terre Siciliane,Santa Tresa"
"Frankrig,Côtes de Provence,Mirabeau"
"Spanien,Priorat,Alfredo Arribas"
"Italien,Gioia del Colle,Polvanera"
"Italien,Montepulciano d'Abruzzo,Castorani"
"Australien,New South Wales,Pete’s Pure"
"New Zealand,Marlborough,Lake Chalice"
"Frankrig,Côtes de Provence,Domaine de Pontfract"
"Italien,Chianti Classico,Dievole"
"Italien,Montefalco,Scacciadiavoli"
"Italien,Conegliano-Valdobbiadene Prosecco,Andreola"
"Italien,Sicilia,Barone Montalto"
"Spanien,Rueda,Naia"
"USA,Napa Valley,Slingshot"
"Grækenland,Naoussa,Kir Yianni"
"New Zealand,Sydøen,Kono"
"Sydafrika,Tulbagh,Rijk's"
"USA,Californien,DeLoach"
"Italien,Lugana,Cà Maiol"
"Spanien,Valencia,Wines N' Roses"
"Italien,Salento,Masseria Altemura"
"Spanien,Toro,Marques de Olivara"
"USA,Central Coast,Wines from Hahn Estate"
"Spanien,Ribera del Duero,Portia"
"USA,Monterey County,Wines from Hahn Estate"
"Italien,Lugana,Ca' Lojera"
"Grækenland,Santorini,Argyros"
"Spanien,Castilla y León,Telmo Rodriguez"
"Frankrig,Alsace Grand Cru 'Ollwiller',Vieil Armand"
"Australien,Pemberton,Pete’s Pure"
"Chile,Valle del Cachapoal,Viña Casas del Toqui"
"Italien,delle Venezie,Santa Cristina"
"New Zealand,Marlborough,Spy Valley"
"Spanien,Rioja,Obalo"
"Italien,Marche,Guerrieri"
"Spanien,Jerez-Xérès-Sherry,Álvaro Domecq"
"Spanien,Castilla y León,Barcolobo"
"Italien,Veneto,Marcobarba"
"Frankrig,Coteaux Varois en Provence,Favori"
"Spanien,Manzanilla,Álvaro Domecq"
"Frankrig,Picpoul de Pinet,Moulin de Gassac"
